cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,LNPLEDGE,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"529","0","903950","1020920","CENTRAL BANK AND TRUST","Lander","WY","82520","12/31/2021","5/18/2022","NM","285 Main St.","CENTRAL TRUST CO","5","0","0","4","1","Fremont","","","1/31/1890","1/1/1934","3/16/2018","Stock","0","1","FDIC","DIF","San Francisco","KANSAS CITY","Billings","Kansas City","Western","West","0","1","www.centralbanktrust.com","99473","1141","100614","0","100614","75154","75154","10293","25797","16371","9426","5486","30067","3511","","3982","18239","","3198","0","44","2533","621","41","","0","41","0","0","0","","27572","0","0","4331","5962","1141",""
"11670","11563","931038","1492273","CENTRAL BANK ILLINOIS","Geneseo","IL","61254","12/31/2021","5/18/2022","NM","101 N. State St.","CENTRAL BANC INC","11","0","0","2","0","Henry","19340","Davenport-Moline-Rock Island, IA-IL","2/1/1907","1/1/1934","7/7/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.central-bank.com","580268","7064","587332","0","587332","463760","463760","32709","155966","99935","56031","51926","71079","152080","","57934","54833","","5843","0","93","3538","2212","4962","","4962","0","0","0","0","","131250","201","0","4434","28275","0",""
"17009","11634","751852","1063084","CENTRAL BANK OF KANSAS CITY","Kansas City","MO","64124","12/31/2021","5/18/2022","NM","2301 Independence Blvd.","CENTRAL BANCSHARES KS CTY INC","2","0","0","4","1","Jackson","28140","Kansas City, MO-KS","8/10/1950","3/1/1951","12/11/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.centralbankkc.com","205177","3489","208666","641","209307","112528","112528","11754","89947","17471","72476","8457","991","1379","","0","89420","","174","0","0","67","107","7185","","0","7185","0","0","28117","","144460","0","0","0","11754","2848",""
"28425","1567","467470","","CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION","Cicero","IL","60804","12/31/2021","5/18/2022","SA","5953 W Cermak Rd.","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1892","4/5/1935","6/25/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.centralfederalsavings.com","107851","1118","108969","0","108969","108815","108815","0","2733","570","2163","11570","94512","0","","0","0","","130","0","0","0","130","24","","0","24","0","0","0","","93014","2694","1302","0","0","0",""
"4702","14145","234355","1064429","CENTRAL NATIONAL BANK","Junction City","KS","66441","12/31/2021","5/18/2022","N","802 N. Washington St.","CENTRAL OF KANSAS INC","36","0","1","2","0","Geary","31740","Manhattan, KS","1/1/1884","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.centralnational.com","588760","13171","601931","1698","603629","440424","440424","45349","215039","99185","115854","16198","66459","97379","","70380","58570","0","18494","0","1400","9805","7289","15760","","10223","3416","2121","0","397","0","52861","2402","1153","673","44676","0",""
"22396","11820","428060","1106132","CENTRAL NATIONAL BANK","Waco","TX","76710","12/31/2021","5/18/2022","N","8320 W. Hwy. 84","CENTRABANC CORP","4","0","0","4","1","Mclennan","47380","Waco, TX","1/10/1977","1/10/1977","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.cnbwaco.com","776540","9992","786532","87","786619","649058","649058","136590","197395","62998","134397","18323","283478","13272","","551","122462","","10085","0","959","2044","7082","4463","","3486","977","0","0","0","","422735","246","53","70678","65912","9992",""
"17308","9334","701062","1022764","CENTRAL PACIFIC BANK","Honolulu","HI","96813","12/31/2021","5/18/2022","NM","220 S. King St.","CENTRAL PACIFIC FINANCIAL CORP","31","0","0","4","0","Honolulu","46520","Urban Honolulu, HI","2/15/1954","2/15/1954","12/31/2016","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","WWW.CPB.BANK","5037083","68097","5105180","0","5105180","3859831","3859831","122867","917876","290178","627698","302265","2516760","63","","0","596220","0","623901","0","78673","298415","246813","25228","","0","25228","0","0","59040","31069","2814767","4903","1135","28128","94739","63965",""
"1095","13474","382050","1246805","CENTRAL SAVINGS BANK","Sault Sainte Mar","MI","49783","12/31/2021","5/18/2022","SM","511 Bingham Ave.","CENTRAL BANK CORP","9","0","0","8","0","Chippewa","","","12/2/1902","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","www.centralsavingsbank.com","186570","4277","190847","317","191164","141261","141261","6729","55955","30173","25782","221","77597","759","","0","26922","0","19717","347","91","9494","9785","3263","","3246","17","0","0","0","0","0","2207","2207","2822","3907","2664",""
"27910","529","615879","","CENTRAL SAVINGS, F.S.B.","Chicago","IL","60657","12/31/2021","5/18/2022","SA","1601 W. Belmont Ave.","","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1893","1/26/1938","12/31/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","87124","1339","88463","27","88490","88462","88462","0","26739","11838","14901","28693","33030","0","","0","0","","28","0","0","0","28","0","","0","0","0","0","0","","39850","429","429","0","0","1003",""
"72","9282","353238","1084593","CENTRAL STATE BANK","Calera","AL","35040","12/31/2021","5/18/2022","SM","11025 Hwy. 25","CENTRAL STATE BCORP","5","0","0","4","1","Shelby","13820","Birmingham-Hoover, AL","2/5/1916","1/1/1934","6/12/2021","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.centralstatebank.com","295672","4365","300037","0","300037","255175","255175","59077","95735","53120","42615","3650","94368","2345","","0","33745","","10900","0","192","7158","3550","217","","20","197","0","0","0","","41870","165","0","23984","35093","0",""
"10903","0","607146","1203769","CENTRAL STATE BANK","State Center","IA","50247","12/31/2021","5/18/2022","NM","109 W. Main St.","STATE CENTER FINANCIAL INC","2","0","0","4","1","Marshall","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.centralstatebankia.com","274409","3544","277953","0","277953","193947","193947","25972","121714","23522","98192","22612","14467","9182","","7762","54157","","4997","0","0","594","4403","17090","","5211","0","0","11879","22457","","52601","1532","1532","3339","22633","0",""
"1550","0","678744","2253734","CENTRAL STATE BANK","Elkader","IA","52043","12/31/2021","5/18/2022","SM","102 N. Main St.","AJJ BCORP INC","8","0","0","4","1","Clayton","","","11/12/1931","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.centralstate.bank","317966","4623","322589","0","322589","257153","257153","13682","95440","27434","68006","23659","79008","45364","","11769","47327","0","6105","0","0","5227","878","235","","155","80","0","0","0","0","96479","0","0","1548","12134","3814",""
"8487","0","152440","1095861","CENTRAL STATE BANK","Clayton","IL","62324","12/31/2021","5/18/2022","NM","100 W. Main St.","CLAYTON BANCSHARES INC","4","0","0","2","1","Adams","","","5/1/1928","1/1/1934","4/20/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","HTTP://WWW.CSB123.COM","113421","1914","115335","0","115335","76258","76258","1445","5913","4818","1095","949","34722","33229","","12815","16036","","10226","0","9","7050","3167","0","","0","0","0","0","0","","7122","0","0","1048","397","0",""
"23030","0","703767","2935405","CENTRAL VALLEY COMMUNITY BANK","Fresno","CA","93720","12/31/2021","5/18/2022","NM","7100 N. Financial Drive, Sui","CENTRAL VALLEY COMMUNITY BCORP","23","0","0","4","0","Fresno","23420","Fresno, CA","1/10/1980","1/10/1980","10/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.cvcb.com","1029511","9600","1039111","0","1039111","823328","823328","61019","581752","212360","369392","26129","55974","98454","","40900","132758","0","37683","0","779","28753","8151","4442","","0","442","4000","0","15336","0","481355","7639","6589","16670","44349","9715",""
"15532","10392","163343","1416989","CENTREBANK","Veedersburg","IN","47987","12/31/2021","5/18/2022","NM","126-128 N. Main St.","LAWRENCE L OSBORN SCHOLARSHIP TR","5","0","0","8","0","Fountain","","","10/13/1917","8/7/1937","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.centrebank.net","55125","1062","56187","0","56187","42925","42925","3852","11349","9654","1695","147","16817","10760","","586","9874","","2802","0","0","986","1816","0","","0","0","0","0","0","","4340","0","0","3794","58","0",""
"17764","0","876700","","CENTREVILLE BANK","West Warwick","RI","2893","12/31/2021","5/18/2022","SB","1218 Main St","","19","0","1","4","0","Kent","39300","Providence-Warwick, RI-MA","1/1/1888","5/24/1957","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.centrevillebank.com","1214569","11379","1225948","0","1225948","1183901","1183901","88899","579928","184925","395003","73762","441232","80","","0","30570","0","939","0","10","127","802","10538","","10199","339","0","0","0","0","314825","12988","12751","1891","87008","0",""
"7461","13498","411512","1144086","CENTRIC BANK","Harrisburg","PA","17112","12/31/2021","5/18/2022","NM","4320 Linglestown Rd","CENTRIC FINANCIAL CORP","9","0","0","4","0","Dauphin","25420","Harrisburg-Carlisle, PA","11/1/1919","1/1/1934","3/4/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.CentricBank.com","862616","12407","875023","0","875023","634438","634438","72130","402423","176285","226138","45673","106499","7713","","0","237379","0","1394","0","333","400","661","1812","","1798","0","14","0","3766","0","195","184","184","22488","49642","11272",""
"58158","0","3377235","4087894","CENTRUST BANK, NATIONAL ASSOCIATION","Northbrook","IL","60062","12/31/2021","5/18/2022","N","385 Waukegan Rd.","UNITED CMTY BANCSHARES INC","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/14/2006","4/14/2006","3/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.centrustbank.com","102119","1677","103796","1433","105229","63544","63544","4360","36431","25013","11418","8183","14570","0","","0","41646","","11","0","4","7","0","28","","0","28","0","0","3504","","27256","0","0","2958","1402","1320",""
"28362","1441","83375","3632756","CENTURY BANK","Santa Fe","NM","87501","12/31/2021","5/18/2022","NM","100 S. Fedl Pl.","CENTURY FINL SERVICES CORP","9","0","0","4","1","Santa Fe","42140","Santa Fe, NM","1/1/1910","3/14/1952","12/14/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","https://www.mycenturybank.com/","654043","10275","664318","3102","667420","428864","428864","69768","267510","115022","152488","45220","46366","0","","0","184616","","48573","0","0","1078","47495","5367","","3537","212","1618","0","0","","195752","439","220","10103","59665","10275",""
"11448","11294","58636","2468275","CENTURY BANK","Lucedale","MS","39452","12/31/2021","5/18/2022","NM","4282 Main St","BANCORP OF LUCEDALE INC","9","0","1","4","0","George","","","6/1/1903","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","centurybank.net","256467","4062","260529","0","260529","197097","197097","43925","62515","34240","28275","858","66441","23358","","589","25000","","37351","856","183","26288","10024","493","","0","493","0","0","79","","27000","3827","3827","17179","26746","0",""
"5015","9914","694847","1491856","CENTURY BANK AND TRUST","Coldwater","MI","49036","12/31/2021","5/18/2022","NM","100 W. Chicago St.","CENTURY FINANCIAL CORP","11","0","0","8","0","Branch","","","1/1/1909","1/1/1934","8/9/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.centurybankandtrust.com","202458","3341","205799","0","205799","165827","165827","17518","64180","43073","21107","6645","66568","10916","","1140","22343","","6222","0","427","4141","1654","10267","","10267","0","0","0","1658","","56816","677","349","9456","8062","3235",""
"147","0","944337","2043850","CENTURY BANK AND TRUST","Milledgeville","GA","31061","12/31/2021","5/18/2022","NM","141 S Wayne St","CENTURY BCORP INC","2","0","0","4","0","Baldwin","","","1/1/1898","1/1/1934","9/27/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.centurybankonline.com","161503","1728","163231","515","163746","153251","153251","24863","81737","21737","60000","7952","37080","1619","","39","7726","","2389","570","4","349","1466","341","","0","341","0","0","968","","0","0","0","12360","12503","0",""
"35558","0","2939001","3492790","CENTURY BANK OF FLORIDA","Tampa","FL","33612","12/31/2021","5/18/2022","SM","716 W. Fletcher Ave.","CENTURY BANCSHARES OF FL INC","1","0","0","4","1","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","9/11/2000","9/11/2000","7/31/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.centurybk.com","54381","747","55128","0","55128","40923","40923","5343","17515","10267","7248","0","18065","0","","0","11060","","3145","0","0","2494","651","0","","0","0","0","0","0","","33753","0","0","1624","3719","747",""
"35236","0","2921211","3236640","CENTURY BANK OF GEORGIA","Cartersville","GA","30120","12/31/2021","5/18/2022","NM","215 E. Main St.","CBB BCORP","2","0","0","4","0","Bartow","12060","Atlanta-Sandy Springs-Roswell, GA","6/29/2000","6/29/2000","11/10/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.centurybanknet.com","116492","2507","118999","100","119099","97519","97519","3545","61417","17780","43637","809","27071","4677","","85","18618","","2877","0","227","948","1702","0","","0","0","0","0","0","","26459","0","0","1961","1584","1642",""
"35450","0","2920287","3097458","CENTURY BANK OF KENTUCKY, INC.","Lawrenceburg","KY","40342","12/31/2021","5/18/2022","NM","201 W Woodford St","CENTURY BANCSHARES INC","2","0","0","4","1","Anderson","","","7/5/2000","7/5/2000","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","1","http://www.centurybankky.com","113600","1393","114993","0","114993","109026","109026","19318","35647","14456","21191","3216","49749","1096","","21","4424","","1474","0","42","906","526","48","","0","48","0","0","0","","0","1474","263","13389","5929","0",""
"8296","14022","904359","1095469","CENTURY BANK OF THE OZARKS","Gainesville","MO","65655","12/31/2021","5/18/2022","SM","42 Court Sq.","CENTURY BANCSHARES INC","6","0","1","2","0","Ozark","","","7/24/1894","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","WWW.CBOZARKS.COM","164540","3215","167755","263","168018","140777","140777","5611","48320","26649","21671","0","36026","50820","","7981","13259","","5907","0","0","5503","404","95","","0","30","0","65","0","","86539","139","0","3423","2188","0",""
"29700","3912","345877","4211831","CENTURY NEXT BANK","Ruston","LA","71270","12/31/2021","5/18/2022","SA","505 N. Vienna St.","CENTURY NEXT FINANCIAL CORP","8","0","1","4","0","Lincoln","","","1/1/1905","9/14/1935","1/15/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.cnext.bank","437307","5240","442547","759","443306","359498","359498","35730","160254","102136","58118","26528","133213","3773","","103","65805","","10975","0","79","6298","4598","6925","","0","6925","0","0","0","","425587","0","0","4290","31440","0",""
"28860","2505","401072","","CENTURY SAVINGS AND LOAN ASSOCIATION","Trinidad","CO","81082","12/31/2021","5/18/2022","SA","233 E. Main St","","1","0","0","5","0","Las Animas","","","1/1/1903","9/14/1937","7/21/2011","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.centurysavings.com","28850","561","29411","0","29411","28999","28999","1927","7060","4596","2464","0","18489","1523","","0","0","","400","0","0","44","356","12","","0","12","0","0","0","","17628","308","0","1407","520","0",""
