cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"1040","15512","773247","1491351","MIDLAND STATES BANK","Effingham","IL","62401","12/31/2021","5/18/2022","SM","1201 Network Ctr. Dr","MIDLAND STATES BCORP INC","60","0","1","4","0","Effingham","","","1/1/1881","1/1/1934","8/1/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.midlandsb.com","317176","193081","77961","211694","185788","34814","143487","20421","67747","30734","24585"
"2777","0","929932","1136689","MIDSOUTH BANK","Dothan","AL","36301","12/31/2021","5/18/2022","NM","2526 W. Main St.","MIDSOUTH BCORP","12","0","1","4","1","Houston","20020","Dothan, AL","1/1/1912","1/1/1934","11/10/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.bankmidsouth.com","24584","26078","8710","25618","11325","5009","25666","9804","11170","1647","3045"
"4465","13627","728948","1825367","MIDSTATES BANK, NATIONAL ASSOCIATION","Council Bluffs","IA","51503","12/31/2021","5/18/2022","N","1851 Madison Ave, # 732","MIDSTATES BANCSHARES INC","10","0","0","2","1","Pottawattamie","36540","Omaha-Council Bluffs, NE-IA","1/1/1913","1/1/1934","8/30/2019","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.midstatesbank.com","48501","23152","17212","39358","13590","1493","16681","2529","11078","3074","0"
"13255","15702","669555","1064652","MIDWEST BANK","Pierce","NE","68767","12/31/2021","5/18/2022","SM","114 W Main St","MIDWEST BANC HOLDING CO","11","0","0","2","0","Pierce","","","1/1/1882","1/1/1934","6/30/2021","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.midwestbank.com","77122","98173","56147","74915","38410","5824","36461","15895","14020","5592","954"
"3711","13691","709143","3356632","MIDWEST BANK","Monmouth","IL","61462","12/31/2021","5/18/2022","SM","200 E. Broadway","WESTERN IL BANCSHARES INC","8","0","0","2","0","Warren","","","9/9/1870","1/1/1934","9/29/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.mbwi.com","51431","23583","17794","36625","18238","2357","19936","2765","13717","3454","0"
"9737","14221","806958","1125580","MIDWEST BANK","Detroit Lakes","MN","56501","12/31/2021","5/18/2022","NM","613 Hwy. 10 E.","MIDWEST BANK GROUP INC","7","0","0","4","1","Becker","","","6/1/1917","1/1/1934","7/5/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://midwestbank.net","46985","39785","16720","39867","24510","5673","15443","3319","6175","5645","304"
"1058","0","657459","1094556","MIDWEST BANKCENTRE","Lemay","MO","63125","12/31/2021","5/18/2022","SM","2191 Lemay Ferry Rd.","STUPP BROS INC","18","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","3/1/1906","1/1/1934","7/16/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.midwestbankcentre.com","114856","90441","48380","105340","39216","12361","92646","15977","70738","5024","907"
"19628","15482","607333","1205585","MIDWEST COMMUNITY BANK","Freeport","IL","61032","12/31/2021","5/18/2022","NM","510 Park Crest Dr.","FREEPORT BANCSHARES INC","4","0","0","4","1","Stephenson","","","8/22/1966","8/22/1966","7/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.mwbonline.com","42933","33429","7954","24958","32051","11399","4745","1027","1400","2067","251"
"4432","12423","203043","1200852","MIDWEST HERITAGE BANK, FSB","West Des Moines","IA","50265","12/31/2021","5/18/2022","SA","3580 Ep True Parkway, # 100","HY-VEE INC","8","0","1","8","0","Polk","19780","Des Moines-West Des Moines, IA","4/1/1930","2/9/1995","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.mhbank.com","7067","4570","2711","4694","2583","1648","4634","3721","642","0","271"
"25849","13812","977250","1142309","MIDWEST INDEPENDENT BANKERSBANK","Jefferson City","MO","65101","12/31/2021","5/18/2022","SM","910 Weathered Rock Rd.","MIDWEST IND BANCSHARES INC","2","0","1","8","0","Cole","27620","Jefferson City, MO","1/7/1985","1/7/1985","9/16/2020","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","0","www.mibanc.com","15128","9205","0","1993","12390","9950","274","274","0","0","0"
"8889","0","691958","3595020","MIDWEST REGIONAL BANK","Festus","MO","63028","12/31/2021","5/18/2022","NM","363 Festus Ctr. Dr.","MIDWEST REGIONAL BCORP INC","8","0","0","4","0","Jefferson","41180","St. Louis, MO-IL","6/13/1894","1/1/1934","8/17/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.mwrbank.com","175980","113563","44122","220211","24560","648","25007","2412","19797","2798","0"
"14843","10044","836843","1245228","MIDWESTONE BANK","Iowa City","IA","52240","12/31/2021","5/18/2022","NM","102 S. Clinton St.","MIDWESTONE FINANCIAL GROUP INC","57","0","1","4","0","Johnson","26980","Iowa City, IA","10/15/1934","11/1/1934","5/1/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.midwestone.com","326932","178459","138235","205138","129530","32488","416858","137571","206994","64744","7550"
"10685","9706","779016","1137042","MIFFLINBURG BANK AND TRUST COMPANY","Mifflinburg","PA","17844","12/31/2021","5/18/2022","NM","250 E. Chestnut St.","MIFFLINBURG BCORP INC","9","0","0","4","0","Union","","","1/1/1872","1/1/1934","6/6/2007","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.mbtc.com","39216","21321","19694","16209","18507","6127","15277","5115","2776","6151","1235"
"30152","4853","994770","","MILFORD BUILDING AND LOAN ASSOCIATION","Milford","IL","60953","12/31/2021","5/18/2022","SB","131 E. Jones St.","","1","0","0","5","0","Iroquois","","","1/1/1883","9/5/1961","4/1/2013","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","9013","8020","3255","8420","4659","699","4200","360","2840","1000","0"
"29835","4167","227777","","MILFORD FEDERAL BANK","Milford","MA","1757","12/31/2021","5/18/2022","SA","246 Main St","","4","0","1","5","0","Worcester","49340","Worcester, MA-CT","1/1/1937","1/7/1938","5/1/2021","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.milfordfederal.com","56780","34090","21779","41705","21909","5477","11487","3685","6626","553","623"
"2616","0","881900","","MILLBURY NATIONAL BANK","Millbury","MA","1527","12/31/2021","5/18/2022","N","18 Main St","","1","0","0","4","0","Worcester","49340","Worcester, MA-CT","11/15/1933","1/1/1934","5/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.mnbonline.com","4642","17808","3809","7217","6295","5130","10477","0","8982","1495","0"
"15873","0","895448","1143454","MILLEDGEVILLE STATE BANK","Milledgeville","IL","61051","12/31/2021","5/18/2022","NM","451 N. Main St.","MILLEDGEVILLE BCORP INC","1","0","0","2","1","Carroll","","","1/2/1942","1/2/1942","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.milledgevillebank.com","10316","49620","12677","22917","19427","4915","10082","3447","5686","449","500"
"34460","0","2621285","","MILLENNIAL BANK","Leeds","AL","35094","12/31/2021","5/18/2022","NM","7924 Pkwy. Dr.","","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","12/30/1997","12/30/1997","4/5/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.millennial.bank","5251","10453","1468","6416","5468","2352","4191","0","2006","1143","1042"
"58348","0","3547896","3547887","MILLENNIUM BANK","Des Plaines","IL","60016","12/31/2021","5/18/2022","NM","2077 Miner St.","MILLENNIUM BCORP INC","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/2/2007","7/2/2007","7/20/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.milbnk.com","13041","36491","6054","23539","18040","1899","26785","2172","8903","15427","283"
"35138","0","2820604","5216570","MILLENNIUM BANK","Ooltewah","TN","37363","12/31/2021","5/18/2022","NM","6392 Artesian Cir","PBD HOLDINGS LLC","10","0","1","4","1","Hamilton","16860","Chattanooga, TN-GA","6/21/1999","6/21/1999","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.millenniumbank.com","28559","35983","13210","35763","11614","3956","27475","1030","14778","11398","269"
"30183","4903","814476","","MILLVILLE SAVINGS BANK","Millville","NJ","8332","12/31/2021","5/18/2022","SB","100 Albertson St.","","2","0","0","7","0","Cumberland","47220","Vineland-Bridgeton, NJ","12/1/1941","3/17/1942","3/14/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.millvillesavings.com","10978","3118","1569","4831","4871","2824","672","0","422","250","0"
"28637","2007","123075","","MILTON SAVINGS BANK","Milton","PA","17847","12/31/2021","5/18/2022","SA","80 Broadway","","1","0","0","5","0","Northumberland","","","1/1/1920","3/28/1972","1/1/2019","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.miltonsavingsbank.com","11373","3086","870","3294","6969","3327","1429","0","0","776","653"
"5439","0","456054","2540283","MINDEN EXCHANGE BANK & TRUST COMPANY","Minden","NE","68959","12/31/2021","5/18/2022","NM","448 N. Minden Ave.","ARMSTRONG FINANCIAL CO","1","0","0","2","0","Kearney","","","9/1/1883","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.mindenexchange.com","10620","3542","3693","6200","3900","368","2397","402","1667","328","0"
"28868","2523","279","5586862","MINEOLA COMMUNITY BANK, S.S.B.","Mineola","TX","75773","12/31/2021","5/18/2022","SB","215 W. Broad","TEXAS COMMUNITY BANCSHARES INC","6","0","0","5","0","Wood","","","4/1/1934","10/25/1934","12/31/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.mineolacb.com","26141","33015","13720","20836","23069","1532","13388","4275","5032","4081","0"
"13018","0","913436","","MINERS & MERCHANTS BANK","Thomas","WV","26292","12/31/2021","5/18/2022","NM","16000 Appalachian Hwy.","","3","0","1","7","0","Tucker","","","6/10/1902","1/1/1934","8/27/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://www.minersandmerchantsbank.com","3026","1286","1018","1079","921","1294","0","0","0","0","0"
"23989","0","711520","","MINERS EXCHANGE BANK","Coeburn","VA","24230","12/31/2021","5/18/2022","SM","483 Front St.","","5","0","0","8","0","Wise","","","7/8/1982","7/8/1982","1/1/2012","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mymeb.com","9614","5115","1692","5723","4954","2360","4029","0","1874","1465","690"
"58818","0","3686928","1206546","MINNESOTA BANK & TRUST","Edina","MN","55435","12/31/2021","5/18/2022","NM","7701 France Ave. S.","HEARTLAND FINANCIAL USA INC","2","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","4/15/2008","4/15/2008","6/22/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","http://www.mnbankandtrust.com","7506","9277","3056","11176","1770","781","8171","1459","6712","0","0"
"26755","13707","821559","","MINNESOTA FIRST CREDIT AND SAVINGS, INCORPORATED","Rochester","MN","55901","12/31/2021","5/18/2022","NM","1932 Viking Dr. N.W.","","4","0","0","5","1","Olmsted","40340","Rochester, MN","1/1/1956","8/7/1986","12/14/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","www.mnfirst.com","16006","1720","2128","7572","6814","1212","0","0","0","0","0"
"23986","0","157650","1125245","MINNESOTA LAKES BANK","Delano","MN","55328","12/31/2021","5/18/2022","SM","710 Babcock Blvd.","WILCOX BANCSHARES INC","2","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/24/1982","6/24/1982","9/12/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","https://www.MNLB.BANK","4279","1959","2429","1738","1602","469","515","515","0","0","0"
"5249","10290","799751","1246243","MINNESOTA NATIONAL BANK","Sauk Centre","MN","56378","12/31/2021","5/18/2022","N","131 12th St. S.","SAUK CTR FINL SERVICES INC","3","0","0","4","1","Stearns","41060","St. Cloud, MN","9/11/1902","1/1/1934","3/24/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.mn-bank.bank","19507","10274","5080","14554","7996","2151","7121","271","4165","2318","367"
"13809","0","89854","1126747","MINNSTAR BANK NATIONAL ASSOCIATION","Lake Crystal","MN","56055","12/31/2021","5/18/2022","N","202 N. Main St.","LAKE CRYSTAL BCORP INC","2","0","0","4","1","Blue Earth","31860","Mankato-North Mankato, MN","1/29/1934","1/29/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.minnstarbank.com","12741","6423","2300","8965","4405","3493","6572","1924","2077","2571","0"
"16958","14673","302656","1141348","MINNWEST BANK","Redwood Falls","MN","56283","12/31/2021","5/18/2022","NM","300 S Washington St","MINNWEST CORP","38","0","1","2","0","Redwood","","","5/19/1941","11/28/1950","11/19/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.minnwestbank.com","281101","104457","98056","179909","31511","76082","40799","13329","23564","3290","616"
"763","11060","604024","2795702","MINSTER BANK","Minster","OH","45865","12/31/2021","5/18/2022","SM","95 W. 4th St.","MINSTER FINANCIAL CORP","8","0","0","7","0","Auglaize","","","1/23/1914","1/1/1934","12/31/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.minsterbank.com","34882","16181","10639","29302","7880","3242","11102","6950","3011","864","277"
"57137","0","2963275","3392443","MISSION BANK","Kingman","AZ","86401","12/31/2021","5/18/2022","NM","2439 Hualapai Mountain Rd.","COMMUNITY BANCSHARES INC","3","0","0","7","0","Mohave","29420","Lake Havasu City-Kingman, AZ","4/30/2001","4/30/2001","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://missionbankaz.com","2290","853","465","1803","397","478","3250","1501","300","1449","0"
"34805","0","2736714","3108082","MISSION BANK","Bakersfield","CA","93301","12/31/2021","5/18/2022","SM","1301 17th St","MISSION BCORP","9","0","0","4","0","Kern","12540","Bakersfield, CA","10/7/1998","10/7/1998","11/30/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.missionbank.com","7438","10055","5442","9667","2326","58","8046","3286","4500","260","0"
"23749","14614","519360","3195297","MISSION NATIONAL BANK","San Francisco","CA","94103","12/31/2021","5/18/2022","N","3060 Sixteenth St.","MNB HOLDINGS CORP","1","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","2/16/1982","2/16/1982","3/18/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.mnbsf.com","4016","28948","9045","20523","3042","354","28684","24999","2367","1318","0"
"57101","0","3039636","3364600","MISSION VALLEY BANK","Sun Valley","CA","91352","12/31/2021","5/18/2022","NM","9116 Sunland Blvd.","MISSION VALLEY BCORP","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/12/2001","7/12/2001","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.missionvalleybank.com","1686","2831","1982","1766","463","306","20374","675","19152","0","547"
"23222","11791","742636","","MISSISSIPPI RIVER BANK","Belle Chasse","LA","70037","12/31/2021","5/18/2022","NM","8435 Hwy. 23","","2","0","0","4","1","Plaquemines","35380","New Orleans-Metairie, LA","10/10/1980","10/10/1980","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.mississippiriverbank.net","5695","2648","2241","6081","21","0","1002","1002","0","0","0"
"33661","0","887461","","MIZRAHI TEFAHOT BANK, LTD.","Los Angeles","CA","90017","12/31/2021","5/18/2022","OI","800 Wilshire Blvd, 14th Floo","","1","0","0","9","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","6/1/1923","8/18/1981","12/26/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","","","","","","","","","","","",""
"21843","0","229913","3185355","MIZUHO BANK (USA)","New York","NY","10020","12/31/2021","5/18/2022","SM","1271 Ave. Of The Americas","MIZUHO FINANCIAL GROUP INC","2","2","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1974","11/29/1974","2/3/2020","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","414403","400","201449","213354","0","0","879538","865945","13594","0","0"
"5434","13908","575759","5340587","MNB BANK","Mccook","NE","69001","12/31/2021","5/18/2022","SM","220 Norris Ave.","MNB FINANCIAL SERVICES INC","4","0","1","2","0","Red Willow","","","10/1/1907","1/1/1934","6/30/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.mnb.bank","31057","29661","8237","20456","27906","4119","13961","2573","7291","3785","312"
