cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"148","11273","752831","1135105","BANK OF MADISON","Madison","GA","30650","12/31/2021","5/18/2022","NM","133 N. Main St.","MADISON BANK CORP","4","0","0","4","0","Morgan","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.bankofmadisonga.com","12340","3171","4881","4288","12100","3646","2629","5825","15714","2298","6545","6871","2848","1539","842","467","117","69","34","14","258","217","24","17","117","46","47","24","90","80","7","3"
"9332","11722","989851","1123812","BANK OF MAPLE PLAIN","Maple Plain","MN","55359","12/31/2021","5/18/2022","NM","4980 Hwy. 12","MAPLE BANC SHARES INC","1","0","0","7","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/29/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankofmapleplain.com","1924","52","622","1250","8249","2295","2193","3761","539","99","130","310","251","36","215","0","9","1","3","5","202","125","57","20","4","2","1","1","2","1","1","0"
"32779","0","1436204","3590388","BANK OF MARIN","Novato","CA","94947","12/31/2021","5/18/2022","NM","504 Redwood Blvd","BANK OF MARIN BCORP","34","0","0","4","0","Marin","41860","San Francisco-Oakland-Hayward, CA","1/23/1990","1/23/1990","8/7/2021","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.bankofmarin.com","203353","457","8388","194508","91222","8320","19644","63258","821","0","5","816","2426","13","882","1531","463","15","66","382","1595","1160","205","230","4","0","1","3","17","2","7","8"
"12327","0","601443","1205857","BANK OF MAUSTON","Mauston","WI","53948","12/31/2021","5/18/2022","NM","503 Hwy. 82 E.","MAUSTON BCORP INC","6","0","0","4","1","Juneau","","","9/12/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.bankofmauston.com","32341","2021","8909","21411","12337","5993","4021","2323","2464","159","918","1387","83","83","0","0","194","64","72","58","243","193","39","11","14","4","6","4","3","3","0","0"
"9315","13508","782016","1071575","BANK OF MAYSVILLE","Maysville","KY","41056","12/31/2021","5/18/2022","NM","20 W 2nd St","FIRST BANK OF KENTUCKY CORP","3","0","0","8","0","Mason","","","6/26/1835","1/1/1934","1/28/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankofmaysville.com","12694","899","1082","10713","481","353","128","0","4568","854","2366","1348","332","332","0","0","50","18","9","23","37","36","1","0","49","21","23","5","26","26","0","0"
"13611","13746","175458","1067206","BANK OF MEAD","Mead","NE","68041","12/31/2021","5/18/2022","NM","322 S. Vine","SELKO BANCO INC","2","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","9/1/1885","1/13/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.BANKOFMEAD.COM","933","111","551","271","2340","1729","422","189","1541","165","712","664","2681","1455","815","411","8","3","4","1","104","98","4","2","15","8","5","2","66","52","13","1"
"618","0","175609","2646998","BANK OF MILLBROOK","Millbrook","NY","12545","12/31/2021","5/18/2022","SM","3263 Franklin Ave.","MILLBROOK BANK SYSTEM INC","4","0","0","7","0","Dutchess","39100","                                        39100","5/18/1891","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.bankofmillbrook.com","21994","393","7215","14386","2808","1082","1339","387","1454","0","92","1362","0","0","0","0","96","6","49","41","67","53","13","1","5","0","1","4","0","0","0","0"
"11232","13299","426945","2342722","BANK OF MILTON","Milton","WI","53563","12/31/2021","5/18/2022","NM","323 Parkview Dr.","MILTON BANCSHARES INC","2","0","0","4","0","Rock","27500","Janesville-Beloit, WI","3/25/1884","1/1/1934","11/30/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.bankofmilton.com","22180","427","3335","18418","5027","852","1376","2799","3165","310","948","1907","502","121","381","0","83","9","26","48","61","39","13","9","19","6","7","6","11","6","5","0"
"22273","0","706236","","BANK OF MINGO","Williamson","WV","25661","12/31/2021","5/18/2022","NM","10 Commerce Dr.","","3","0","0","4","0","Mingo","","","5/17/1976","5/17/1976","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://www.thebankofmingo.com","31503","2803","6306","22394","11634","1727","1154","8753","192","0","192","0","0","0","0","0","141","58","49","34","77","48","13","16","1","0","1","0","0","0","0","0"
"58482","0","3470097","3470088","BANK OF MONTANA","Missoula","MT","59802","12/31/2021","5/18/2022","NM","125 Bank St","BANCORP OF MONTANA HOLDING CO","1","0","0","4","1","Missoula","33540","Missoula, MT","11/26/2007","11/26/2007","8/12/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","http://www.bankofmontana.com","7516","67","1363","6086","14572","532","2951","11089","60","0","0","60","0","0","0","0","30","2","11","17","60","14","19","27","1","0","0","1","0","0","0","0"
"20769","0","713047","2139696","BANK OF MONTGOMERY","Montgomery","IL","60538","12/31/2021","5/18/2022","NM","1333 Douglas Ave","MONTGOMERY BANCSHARES INC","1","0","0","7","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/15/1972","8/15/1972","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.bankofmontgomery.net","1343","244","275","824","1979","138","708","1133","0","0","0","0","0","0","0","0","7","3","2","2","29","11","10","8","0","0","0","0","0","0","0","0"
"2145","12828","805335","2412139","BANK OF MONTICELLO","Monticello","GA","31064","12/31/2021","5/18/2022","NM","141 Green St.","MONTICELLO BANCSHARES INC","1","0","0","8","1","Jasper","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1909","1/1/1934","4/12/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.bankofmonticelloga.com","10699","859","2307","7533","6817","3372","1287","2158","301","0","301","0","597","415","182","0","59","24","17","18","142","121","13","8","2","0","2","0","17","15","2","0"
"12232","0","937553","3112472","BANK OF MONTICELLO","Monticello","MO","63457","12/31/2021","5/18/2022","NM","201 E. Lafayette","MONTICELLO BANCSHARES INC","3","0","0","2","1","Lewis","","","2/27/1928","1/1/1934","11/15/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofmonticello.com","8182","8182","0","0","6381","6381","0","0","19205","4267","8873","6065","10645","5552","2939","2154","122","122","0","0","268","268","0","0","200","103","72","25","386","348","28","10"
"8556","12729","897330","3073911","BANK OF MORTON","Morton","MS","39117","12/31/2021","5/18/2022","NM","366 S 4th St","MORTON BCORP INC","1","0","0","8","1","Scott","","","1/1/1904","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankofmorton.com","3352","568","1796","988","2599","684","341","1574","4206","2844","813","549","35","35","0","0","39","19","15","5","36","30","3","3","104","95","7","2","1","1","0","0"
"9057","0","586335","2317690","BANK OF MOUNDVILLE","Moundville","AL","35474","12/31/2021","5/18/2022","NM","319 Market St","MOUNDVILLE BANCSHARES INC","1","0","0","5","0","Hale","46220","Tuscaloosa, AL","9/17/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.bankofmoundville.com","9247","1067","2276","5904","7171","3163","1622","2386","725","185","235","305","0","0","0","0","56","27","17","12","206","184","13","9","13","9","3","1","0","0","0","0"
"10626","0","879550","","BANK OF NEW CAMBRIA","New Cambria","MO","63558","12/31/2021","5/18/2022","NM","200 S. Main St.","","2","0","0","2","0","Macon","","","3/18/1933","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.banknewcambria.com","399","263","136","0","294","293","1","0","5426","1606","1435","2385","2733","1652","1081","0","10","8","2","0","16","15","1","0","53","32","11","10","71","64","7","0"
"24540","15496","113601","","BANK OF NEW ENGLAND","Salem","NH","3079","12/31/2021","5/18/2022","NM","31 Pelham Rd","","9","0","1","4","0","Rockingham","14460","Boston-Cambridge-Newton, MA-NH","6/24/1983","6/24/1983","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.bankofnewengland.com","42099","1958","8228","31913","8225","1166","2994","4065","0","0","0","0","0","0","0","0","155","42","49","64","65","39","19","7","0","0","0","0","0","0","0","0"
"18012","10780","265407","2545831","BANK OF NEW HAMPSHIRE","Laconia","NH","3246","12/31/2021","5/18/2022","SB","62 Pleasant St","BNH FINANCIAL","24","0","0","4","0","Belknap","","","7/2/1831","7/2/1959","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.BankNH.com","110337","2471","18405","89461","32651","7852","9890","14909","0","0","0","0","0","0","0","0","447","67","156","224","518","339","102","77","0","0","0","0","0","0","0","0"
"14701","13112","688556","1095272","BANK OF NEW MADRID","New Madrid","MO","63869","12/31/2021","5/18/2022","NM","229 Main St.","DIXIE BANCSHARES CORP","3","0","0","2","1","New Madrid","","","1/1/1933","8/25/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofnewmadrid.com","3011","648","1317","1046","1625","852","773","0","1803","177","827","799","1899","164","181","1554","37","23","12","2","45","38","7","0","19","6","8","5","17","8","4","5"
"5704","0","948531","","BANK OF NEWINGTON","Newington","GA","30446","12/31/2021","5/18/2022","NM","224 Walton St.","","3","0","0","4","0","Screven","","","8/14/1919","1/1/1934","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://https://www.bankofnewington.com","14749","1126","4570","9053","7458","3391","1186","2881","9905","2232","4326","3347","1609","813","600","196","82","22","27","33","171","136","15","20","103","59","32","12","42","30","8","4"
"5447","0","41955","1058688","BANK OF NEWMAN GROVE","Newman Grove","NE","68758","12/31/2021","5/18/2022","SM","416 Hale Ave","FIRST NEWMAN GROVE BANKSHARES","1","0","0","2","1","Madison","","","4/10/1900","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","","50","0","50","0","401","309","92","0","1535","0","244","1291","9005","2854","1176","4975","1","0","1","0","7","6","1","0","6","0","3","3","106","85","10","11"
"18171","0","410748","3176661","BANK OF O'FALLON","O'fallon","IL","62269","12/31/2021","5/18/2022","NM","901 S. Lincoln Ave.","SECURITY FIRST BANCSHARES INC","2","0","0","8","1","Saint Clair","41180","St. Louis, MO-IL","3/28/1960","3/28/1960","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.bankofallon.com","18131","1050","4514","12567","9253","3872","2152","3229","1176","67","123","986","0","0","0","0","93","22","37","34","204","170","23","11","6","2","1","3","0","0","0","0"
"35365","0","2903123","3587427","BANK OF OAK RIDGE","Oak Ridge","NC","27310","12/31/2021","5/18/2022","SM","2211 Oak Ridge Rd.","OAK RIDGE FINL SERVICES INC","5","0","0","4","0","Guilford","24660","Greensboro-High Point, NC","4/10/2000","4/10/2000","4/28/2020","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.bankofoakridge.com","92208","2518","12789","76901","50334","10673","9316","30345","1652","48","201","1403","0","0","0","0","321","40","104","177","624","456","83","85","7","2","1","4","0","0","0","0"
"21529","0","687054","1109900","BANK OF OAK RIDGE","Oak Ridge","LA","71264","12/31/2021","5/18/2022","NM","105 N Oak St","OAK RIDGE BANCSHARES INC","2","0","0","4","1","Morehouse","33740","Monroe, LA","10/1/1910","4/11/1974","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.bankofoakridge.bank","8037","60","718","7259","10427","537","2141","7749","255","0","0","255","200","0","200","0","21","1","5","15","65","19","17","29","1","0","0","1","1","0","1","0"
"5867","0","147923","","BANK OF OCEAN CITY","Ocean City","MD","21842","12/31/2021","5/18/2022","NM","10005 Golf Course Rd.","","5","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.bankofoceancity.com","46950","1867","7738","37345","11658","3539","3489","4630","1708","184","566","958","0","0","0","0","204","47","56","101","180","131","37","12","12","4","5","3","0","0","0","0"
"9803","0","819453","1053339","BANK OF ODESSA","Odessa","MO","64076","12/31/2021","5/18/2022","NM","301 W. Hwy. 40","COUNTRY AGENCIES&INVESTMENTS","2","0","0","4","0","Lafayette","28140","Kansas City, MO-KS","1/1/1880","1/1/1934","7/28/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.bankofodessa.us.com","25666","2636","9367","13663","24362","12047","6074","6241","6769","1197","3437","2135","3050","1563","986","501","173","61","67","45","538","465","53","20","61","27","27","7","79","67","9","3"
"5902","15888","919344","2744326","BANK OF OKOLONA","Okolona","MS","38860","12/31/2021","5/18/2022","NM","227 W Main St","BANCORP OF OKOLONA","4","0","0","4","1","Chickasaw","","","1/31/1931","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.bankofokolona.com","7628","2310","2254","3064","40256","13164","8552","18540","5525","708","2142","2675","5830","2025","1736","2069","89","65","16","8","812","681","80","51","58","31","19","8","128","97","21","10"
"21085","0","37341","1209592","BANK OF ONTARIO","Ontario","WI","54651","12/31/2021","5/18/2022","NM","315 Main St.","ONTARIO BCORP INC","4","0","0","2","1","Vernon","","","9/23/1911","5/15/1973","5/18/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.myvernoncountybank.com","9564","1105","1794","6665","5120","2743","1245","1132","5036","478","1223","3335","4707","1598","1389","1720","54","27","13","14","129","115","10","4","29","11","9","9","93","75","12","6"
"16905","0","661157","1904936","BANK OF ORCHARD","Orchard","NE","68764","12/31/2021","5/18/2022","NM","145 E 2nd St","ORCHARD BCORP","1","0","0","2","0","Antelope","","","4/10/1950","4/10/1950","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","bankoforchard.com","129","129","0","0","1344","1344","0","0","228","228","0","0","4898","4898","0","0","5","5","0","0","52","52","0","0","4","4","0","0","132","132","0","0"
"21284","0","581237","1129515","BANK OF PENSACOLA","Pensacola","FL","32502","12/31/2021","5/18/2022","NM","500 S. Palafox St.","FIVE FLAGS BANKS INC","2","0","0","7","0","Escambia","37860","Pensacola-Ferry Pass-Brent, FL","10/26/1973","10/26/1973","3/23/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.bankpensacola.com","2053","25","872","1156","4892","1256","1119","2517","0","0","0","0","0","0","0","0","11","1","5","5","52","36","9","7","0","0","0","0","0","0","0","0"
"1713","0","284239","","BANK OF PERRY COUNTY","Lobelville","TN","37097","12/31/2021","5/18/2022","NM","33 S Main St","","3","0","0","8","1","Perry","","","9/1/1905","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://thebankonthego.com","20147","2388","5096","12663","8396","2996","1764","3636","1300","17","402","881","670","319","0","351","140","71","41","28","106","84","12","10","9","2","3","4","9","8","0","1"
"16982","12730","930442","1207712","BANK OF PONTIAC","Pontiac","IL","61764","12/31/2021","5/18/2022","SM","300 W Washington St","PONTIAC BCORP INC","11","0","0","2","0","Livingston","","","9/6/1947","1/29/1951","4/1/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.bankofpontiac.com","18248","2090","4499","11659","27149","8940","7137","11072","53622","3589","19597","30436","50413","16724","13672","20017","106","40","40","26","414","310","74","30","333","69","154","110","428","223","123","82"
"12745","0","858452","1050730","BANK OF PRAGUE","Prague","NE","68050","12/31/2021","5/18/2022","NM","316 W. Ctr. Ave.","PRAGUE CO","1","0","0","2","1","Saunders","36540","Omaha-Council Bluffs, NE-IA","1/1/1906","1/1/1934","11/25/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.bankofprague1.com","249","249","0","0","6337","6337","0","0","1930","344","939","647","8716","4823","2409","1484","9","9","0","0","123","123","0","0","18","6","10","2","246","221","18","7"
"14660","0","997847","2658496","BANK OF PRAIRIE DU SAC","Prairie Du Sac","WI","53578","12/31/2021","5/18/2022","NM","555 Park Ave.","PLOETZ INVESTMENTS PARTNERSHIP","2","0","0","4","0","Sauk","","","3/22/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","WWW.BANKPDS.COM","25479","531","4238","20710","31145","3711","10487","16947","9875","767","3308","5800","4518","1237","1194","2087","96","17","33","46","295","152","85","58","63","17","25","21","92","64","18","10"
"17671","52747","673851","3470444","BANK OF PRAIRIE VILLAGE","Prairie Village","KS","66208","12/31/2021","5/18/2022","NM","3515 W. 75th St.","BLUE LION BANCSHARES INC","1","0","0","4","1","Johnson","28140","Kansas City, MO-KS","2/27/1931","9/27/1956","12/13/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","https://www.bankofprairievillage.com","8079","535","1079","6465","4932","418","1579","2935","312","0","0","312","0","0","0","0","27","6","7","14","44","18","14","12","1","0","0","1","0","0","0","0"
"11711","9874","37949","1138526","BANK OF RANTOUL","Rantoul","IL","61866","12/31/2021","5/18/2022","NM","201 E. Champaign","BANCORP OF RANTOUL INC","3","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","11/25/1920","1/1/1934","6/12/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","https://www.bankofrantoul.bank","6081","891","470","4720","12346","3475","3325","5546","3549","432","1931","1186","4238","618","1090","2530","45","22","8","15","148","102","30","16","31","11","14","6","59","32","14","13"
"12956","13972","767611","","BANK OF RICHMONDVILLE","Cobleskill","NY","12043","12/31/2021","5/18/2022","NM","857 E. Main St.","","3","0","0","8","0","Schoharie","10580","Albany-Schenectady-Troy, NY","12/8/1893","1/1/1934","1/1/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.bankrich.com","14503","1084","2434","10985","3760","2186","1024","550","598","34","192","372","0","0","0","0","70","22","22","26","137","118","16","3","3","1","1","1","0","0","0","0"
